year,country,slug,value,unit,qualifier,metric_type,section,subsection,method,sentence
2023,Japan,japan,15,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"The proportion of women in the Diet (parliament) remained low (10 percent of the Lower House and 26 percent of the Upper) and the proportion of women in local assemblies in 2021 was similarly low at 15 percent, with urban areas electing larger numbers of women than rural regions."
2023,Japan,japan,14,women,,count,Section 6. Discrimination and Societal Abuses,,rules,"According to a 2021 survey by the Gender Equality Bureau, one in 14 women had been raped or sexually assaulted."
2023,Japan,japan,60,percent,approximately,percentage,Section 6. Discrimination and Societal Abuses,,rules,Approximately 60 percent of female and 70 percent of male survivors did not report the crime.
2023,Japan,japan,70,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,Approximately 60 percent of female and 70 percent of male survivors did not report the crime.
2023,Japan,japan,75.7,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The International Labor Organization viewed the equal pay law as too limited because it did not capture the concept of “work of equal value.” In 2022, the Ministry of Health, Labor, and Welfare (Labor Ministry) reported women’s average monthly wages were 75.7 percent of men’s."
2023,Japan,japan,12.7,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"A survey of 6,000 private companies (of which approximately half responded) released on July 31 by the Labor Ministry showed the proportion of women in corporate management positions (including board members) as of October 2022 was 12.7 percent, an increase by 0.4 points from the previous year."
2023,Japan,japan,96,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the government, 96 percent of married couples adopted the husband’s family name."
2023,Japan,japan,63,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,A survey of foreign-origin persons released by the Tokyo Bar Association in 2022 found 63 percent were questioned by police during the prior five years; 77 percent of those questioned believed there was no reason for the intervention other than their ethnicity.
2023,Japan,japan,77,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,A survey of foreign-origin persons released by the Tokyo Bar Association in 2022 found 63 percent were questioned by police during the prior five years; 77 percent of those questioned believed there was no reason for the intervention other than their ethnicity.
2023,Japan,japan,74,percent,more than,percentage,Section 6. Discrimination and Societal Abuses,,rules,More than 74 percent of those stopped said they had been questioned multiple times during the previous five years.
2023,Japan,japan,2.3,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"By law, companies with more than 100 employees that did not hire the legal minimum percentage of persons with disabilities (2.3 percent) could be required to pay a moderate fine per vacant position per month."
2023,Japan,japan,68,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"According to the government’s Labor Force Survey (2022), 68 percent of nonregular workers were women."
2023,Japan,japan,40,percent,nearly,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"Media reported that due to acute labor shortages, nearly 40 percent of companies were hiring persons older than age 70 to fill those jobs."
2023,Japan,japan,10.6,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"According to the Organization for Economic Cooperation and Development, those ages 6 5 and older made up 10.6 percent of the country’s workforce."
2023,Jordan,jordan,160,complaints,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The PSD Human Rights and Transparency Office reported receiving 160 complaints with “allegations of harm” (a lesser charge than torture that did not require proof of intent) against officers for the 12-month period ending in September; 11 of these complaints remained ongoing in courts until year’s end.
2023,Jordan,jordan,10768,inmates,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"According to the Ministry of Interior, 10,768 inmates were released in the year ending September 30 to ease overcrowding."
2023,Jordan,jordan,170,percent,approximately,percentage,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Across the country, prisons remained at approximately 170 percent capacity as of September."
2023,Jordan,jordan,145,percent,,percentage,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The Juweideh detention center was at 145 percent capacity as of September, according to the PSD."
2023,Jordan,jordan,37000,persons,approximately,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"According to the Ministry of Interior, during the year approximately 37,000 persons served in administrative detention without charge or trial."
2023,Jordan,jordan,2687,women,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"During the year ending in September, 2,687 women were detained administratively."
2023,Jordan,jordan,129,women,approximately,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"According to the Ministry of Social Development, approximately 129 women had voluntarily transferred to its shelter during the year ending September 30, with an average stay of five to six months."
2023,Jordan,jordan,10,percent,,percentage,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"In March, local press reported 10 percent of prisoners in the country were held under administrative detention."
2023,Jordan,jordan,70,percent,,percentage,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,A legal aid nonprofit said 70 percent of individuals appeared in court without legal representation.
2023,Jordan,jordan,200,individuals,at least,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Political Prisoners and Detainees By year’s end, at least 200 individuals were detained and imprisoned by the government for political reasons, including criticizing the government, its foreign policy, government officials and official bodies, or foreign countries, and chanting slogans or writing online posts against the king."
2023,Jordan,jordan,50,percent,,percentage,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,An amendment to the Licensing Bylaw reduced fees by 50 percent for publishing and advertising institutions.
2023,Jordan,jordan,92,percent,,percentage,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,CDFJ reported 92 percent of Jordanian journalists surveyed believed their colleagues in the country practiced self-censorship because they were moderately or extremely afraid of retaliation in their personal or professional lives.
2023,Jordan,jordan,7,attack,,count,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"According to a Human Rights Watch report, prior to Hamas’ October 7 attack on Israel, the number of demonstrations decreased during the year due to the government’s tighter restrictions on freedom of peaceful assembly."
2023,Jordan,jordan,7,attack,,count,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"On October 12, the Ministry of Interior banned demonstrations in the Jordan Valley and along the borders with the West Bank citing safety and security concerns following calls for protest by Jordanian civil society and political parties against the Israeli government’s military response in Gaza, following the October 7 attack on Israel by Hamas."
2023,Jordan,jordan,500,protesters,,count,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"On October 13, Reuters reported that riot police at a checkpoint in Amman fired tear gas and forcibly dispersed 500 protesters seeking to reach the border zone."
2023,Jordan,jordan,7,attack,,count,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"In the weeks after Hamas’s October 7 attack, protests drawing thousands of demonstrators took place in downtown Amman and in other cities across the country, including in Irbid and Zarqa."
2023,Jordan,jordan,25,individuals,,count,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"In November, Middle East Eye reported security forces arrested 25 individuals who had planned to participate in a sit-in at a mosque near the border with the West Bank in protest of Israel’s military operations in Gaza."
2023,Jordan,jordan,40919,individuals,,count,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"As of August, Azraq camp hosted 40,919 individuals, including 8,192 adults and children in the fenced-off Village 5 area."
2023,Jordan,jordan,669,refugees,,count,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"From January to September, the government relocated 669 refugees to Azraq refugee camp from other areas of the country, including 100 newly relocated into Village 5 for security reasons."
2023,Jordan,jordan,1079,refugees,,count,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"Between January and August, 1,079 refugees in Village 5 were permitted to move out, either to the unrestricted sections of Azraq camp, urban areas, or third countries for resettlement."
2023,Jordan,jordan,0.8,percent,,percentage,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,A UNHCR survey found that only 0.8 percent of Syrian refugees in the country intended to return to Syria in the next year.
2023,Jordan,jordan,15,percent,approximately,percentage,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Authorities issued 56,528 work permits to Syrian refugees in the year through August, approximately 15 percent of them to women."
2023,Jordan,jordan,87,individuals,,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Through August, 87 individuals, mostly Iraqi and Yemeni nationals, withdrew their international protection applications with UNHCR to pursue work permits."
2023,Jordan,jordan,40,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"With the exception of Amman, Wadi Musa (Petra), and Aqaba, citizens could elect 97 of the 100 mayors; they could elect some members of governorate councils while the cabinet could appoint 40 percent of them."
2023,Jordan,jordan,27,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Women won 27 percent of all municipal, governorate, and Amman municipality council seats in the 2022 local elections."
2023,Jordan,jordan,17,women,,count,Section 3. Freedom to Participate in the Political,,rules,"The 29-member cabinet included five women ministers as of September; 17 women served as members of parliament, 15 selected by quota and two through open competition."
2023,Jordan,jordan,21,percent,,percentage,Section 5. Governmental Posture Towards,,rules,"Through the end of the year, progress did not change from 2022; 21 percent of the plan’s activities remained completed, 43 percent remained ongoing, and 36 percent remained pending."
2023,Jordan,jordan,43,percent,,percentage,Section 5. Governmental Posture Towards,,rules,"Through the end of the year, progress did not change from 2022; 21 percent of the plan’s activities remained completed, 43 percent remained ongoing, and 36 percent remained pending."
2023,Jordan,jordan,36,percent,,percentage,Section 5. Governmental Posture Towards,,rules,"Through the end of the year, progress did not change from 2022; 21 percent of the plan’s activities remained completed, 43 percent remained ongoing, and 36 percent remained pending."
2023,Jordan,jordan,12,women,,count,Section 6. Discrimination and Societal Abuses,,rules,"As of September, a local NGO reported 12 women died from domestic violence, and the intensity of the violence was higher than previous years."
2023,Jordan,jordan,129,women,,count,Section 6. Discrimination and Societal Abuses,,rules,"As of September, the Amman-based shelter for women at risk of so-called honor crimes had hosted 129 women, including administrative detainees from the Juweideh women’s correctional and rehabilitation center, women referred to the shelter by the JFPD, and women directly referred to the shelter by governors."
2023,Jordan,jordan,113,individuals,,count,Section 6. Discrimination and Societal Abuses,,rules,"As of September, the ministry’s new shelter in Aqaba hosted 113 individuals at risk and 15 dependents."
2023,Jordan,jordan,79.5,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the Department of Statistics, as of the first quarter of the year, unemployment among women holding a bachelor’s degree was 79.5 percent, compared to 26.7 percent for men."
2023,Jordan,jordan,26.7,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the Department of Statistics, as of the first quarter of the year, unemployment among women holding a bachelor’s degree was 79.5 percent, compared to 26.7 percent for men."
2023,Jordan,jordan,30.7,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The overall unemployment rate for women was 30.7 percent, compared to 19.6 percent for men."
2023,Jordan,jordan,19.6,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The overall unemployment rate for women was 30.7 percent, compared to 19.6 percent for men."
2023,Jordan,jordan,40,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Although the law included a prohibition on wage inequities, World Bank research found the pay gap between Jordanian men and women was 40 percent in the private sector and 28 percent in the public sector."
2023,Jordan,jordan,28,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Although the law included a prohibition on wage inequities, World Bank research found the pay gap between Jordanian men and women was 40 percent in the private sector and 28 percent in the public sector."
2023,Jordan,jordan,58,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the UN Population Fund’s State of World Population 2022 report, 58 percent of women in Jordan ages 15 to 49 years made their own decisions regarding health care, contraception, and sex with their husbands."
2023,Jordan,jordan,22,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,The report estimated 22 percent of women ages 15-49 used a modern method of contraception.
2023,Jordan,jordan,80,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,These individuals had access to some government services; they paid 80 percent of the rate of uninsured foreigners at hospitals and noncitizen rates at educational institutions and training centers.
2023,Jordan,jordan,7,attacks,,count,Section 6. Discrimination and Societal Abuses,,rules,Antisemitism was present in media throughout the year and increased precipitously during the war in Gaza following Hamas’ October 7 attacks on Israel.
2023,Jordan,jordan,4,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,Workplaces with more than 50 employees were required to have 4 percent or more of their workforce be persons with disabilities and to make their workplaces accessible to persons with disabilities.
2023,Jordan,jordan,5103,persons,,count,Section 6. Discrimination and Societal Abuses,,rules,"From August 2022 through September, the HCD provided 5,103 persons with disabilities identification cards that allowed digital verification of their disability status."
2023,Jordan,jordan,600,individuals,approximately,count,Section 6. Discrimination and Societal Abuses,,rules,"In May, the Ministry of Education appointed approximately 600 individuals to build capacity for inclusive education services in each of the country’s 42 directorates of education."
2023,Jordan,jordan,40,cases,,count,Section 6. Discrimination and Societal Abuses,,rules,"The PSD reported 40 cases of abuses against persons with disabilities in institutional settings, some of them operated by the government."
2023,Jordan,jordan,23,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"In July, the Zarqa Steel Company terminated 23 workers, citing the need to hire younger workers and recruit new skill sets."
2023,Jordan,jordan,23,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,Observers believed the company fired the 23 workers due to their participation in a strike.
2023,Jordan,jordan,17,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The Ministry of Labor reported 17 workers’ strikes through August, all of which were unauthorized strikes that took place without support of union leadership."
2023,Jordan,jordan,9124,complaints,,count,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"Through August, the government’s online platform to assist foreign and citizen workers with their pandemic-related difficulties had received 9,124 complaints about various violations of the labor code."
2023,Jordan,jordan,50,complaints,,count,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The NCHR reported this year that the Ministry of Labor received 50 complaints related to labor disputes in 2022, its most recent year of data."
2023,Jordan,jordan,59,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The Ministry of Labor did not consistently inspect and monitor all workplaces or apply all the protections of the labor code in the informal sector, which the World Bank estimated could account for as much as 59 percent of citizen workers."
2023,Kazakhstan,kazakhstan,238,persons,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,"In 2022, the government stated 238 persons had been killed in connection with nationwide unrest in January, including at least six deaths due to torture in detention."
2023,Kazakhstan,kazakhstan,188,complaints,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"In 2022, the domestic nongovernmental organization (NGO) Coalition Against Torture reported it received 188 complaints of torture during the January 2022 unrest, when amid an apparent internal elite conflict, criminal elements incited initially peaceful protests into violent attacks against government sites and personnel, resulting in over 200 deaths."
2023,Kazakhstan,kazakhstan,200,deaths,over,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"In 2022, the domestic nongovernmental organization (NGO) Coalition Against Torture reported it received 188 complaints of torture during the January 2022 unrest, when amid an apparent internal elite conflict, criminal elements incited initially peaceful protests into violent attacks against government sites and personnel, resulting in over 200 deaths."
2023,Kazakhstan,kazakhstan,110,complaints,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"There were reports of torture and mistreatment of children, while the Office of the Human Rights Ombudsman reported it received 110 complaints of torture and inhuman treatment."
2023,Kazakhstan,kazakhstan,23,victims,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"This included five former officers accused of torturing 23 victims with a hot clothing iron in Taldykorgan, and three officers accused of torturing Almaty resident Timur Radchenko."
2023,Kazakhstan,kazakhstan,12,convictions,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"In November, the Prosecutor General’s Office announced it had opened criminal cases against 40 law enforcement officers who committed torture against 107 citizens, including 12 convictions at the time of the announcement."
2023,Kazakhstan,kazakhstan,40,people,more than,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"In December, an Almaty court sentenced 11 officers in a January 2022 torture case; seven of the former officers were sentenced to three to five years’ imprisonment on charges of torturing more than 40 people."
2023,Kazakhstan,kazakhstan,20,individuals,more than,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,The civil society alliance Tirek maintained a list of more than 20 individuals it considered detained or imprisoned based on politically motivated charges for most of the year.
2023,Kazakhstan,kazakhstan,23,individuals,,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"As of early December, the list included 23 individuals."
2023,Kazakhstan,kazakhstan,30,journalist,more than,count,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Radio Azattyq, a local affiliate of Radio Free Europe/Radio Liberty, reported the government approved only six of more than 30 journalist accreditation applications filed since October 2022, and reduced the period of accreditation to one year from its previous two-year standard."
2023,Kazakhstan,kazakhstan,979,refugees,,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"According to UNHCR data, as of June, there were 979 refugees and asylum seekers in the country."
2023,Kazakhstan,kazakhstan,7379,persons,,count,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"As of June, a total of 7,379 persons were officially registered by the government as stateless, according to UNHCR, with 869 registered by UNHCR partners as having unknown nationality."
2023,Kazakhstan,kazakhstan,1500,children,more than,count,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"Since that time, more than 1,500 children were registered under these provisions."
2023,Kazakhstan,kazakhstan,1,percent,fewer than,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to human rights defenders, fewer than 1 percent of rape complaints made it to court."
2023,Kazakhstan,kazakhstan,93,women,,count,Section 6. Discrimination and Societal Abuses,,rules,"Media cited government sources and statistics in reporting that domestic violence led to the deaths of 93 women identified in the first nine months of 2022, and 18 deaths in the first six months of the year."
2023,Kazakhstan,kazakhstan,18,deaths,,count,Section 6. Discrimination and Societal Abuses,,rules,"Media cited government sources and statistics in reporting that domestic violence led to the deaths of 93 women identified in the first nine months of 2022, and 18 deaths in the first six months of the year."
2023,Kazakhstan,kazakhstan,90,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,Media further cited government sources in reporting that 70 to 90 percent of domestic violence cases were not reported to authorities.
2023,Kazakhstan,kazakhstan,250,women,,count,Section 6. Discrimination and Societal Abuses,,rules,The ministry instituted special inspectors for gender- based violence and reported it had 250 women sex-crime inspectors on staff.
2023,Kazakhstan,kazakhstan,22,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the national statistics bureau, the wage gap between men and women was 22 percent in 2022."
2023,Kazakhstan,kazakhstan,20000,persons,,count,Section 6. Discrimination and Societal Abuses,,rules,"Antisemitism Leaders of the Jewish community estimated that the country’s Jewish population was 20,000 persons."
2023,Kazakhstan,kazakhstan,3,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The law required companies to set aside 3 percent of their jobs for persons with disabilities; nevertheless, civil society reported that many persons with disabilities faced difficulty finding employment, in part because some employers were reluctant to undertake building renovations to create accessible facilities."
2023,Kazakhstan,kazakhstan,30,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Activists reported that political parties improved implementation of quota requirements for 30 percent of party list candidates to be women, youth or persons with disabilities, leading to the election of several persons with disabilities during March parliamentary elections."
2023,Kazakhstan,kazakhstan,82,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Education authorities reported that 82 percent of schools were officially listed as equipped and staffed for inclusive education of children with specific needs, but acknowledged many of these schools needed additional equipment, personnel, and methodology to become fully inclusive."
2023,Kazakhstan,kazakhstan,20,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Of children with specific needs between ages seven and 18, 20 percent attended mainstream schools."
2023,Kazakhstan,kazakhstan,71,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Of registered children with disabilities, 71 percent were not covered by social security."
2023,Kazakhstan,kazakhstan,90,percent,approximately,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The Federation of Trade Unions of the Republic of Kazakhstan (FTUK) was the largest national trade union association, with approximately 90 percent of union members on its rolls."
2023,Kazakhstan,kazakhstan,50,percent,more than,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The DCM also found that requirements for sectoral trade unions to have affiliated organizations or structures in more than 50 percent of the regions, cities of regional importance, and the capital was too high, especially for industries such as the oil sector that were present only in a few regions."
2023,Kazakhstan,kazakhstan,50,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The law limited overtime to two hours per day, or one hour per day for heavy manual labor, and required overtime to be paid at least at a 50 percent premium."
2023,Kazakhstan,kazakhstan,46,persons,,count,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"An October 28 explosion at Kostenko mine led to the death of 46 persons, making it the largest industrial accident in the country’s independent history."
2023,Kenya,kenya,30,persons,at least,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,Nongovernmental organizations (NGOs) such as Human Rights Watch and Amnesty International alleged excessive and unlawful police action led to the deaths of at least 30 persons through suffocation from teargas and fatal shootings during opposition-led protests.
2023,Kenya,kenya,24,deaths,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,The government-mandated Kenya National Commission on Human Rights (KNCHR) recorded 24 deaths during the protests.
2023,Kenya,kenya,111,cases,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,The human rights NGO Independent Medico-Legal Unit (IMLU) documented 111 cases of alleged extrajudicial killings between January and September and implicated 99 police stations.
2023,Kenya,kenya,419,cases,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The IMLU alleged 419 cases of torture between January and September, noting most of the cases resulted from the police crackdown on antigovernment protests with most abuses taking place in opposition- leaning regions of Nairobi and Kisumu."
2023,Kenya,kenya,40,percent,more than,percentage,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"During the year, more than 40 percent of inmates were pretrial detainees."
2023,Kenya,kenya,700,persons,up to,count,Section 1. Respect for the Integrity of the Person,g. Property Seizure and Restitution,rules,"In October and November, activists reported authorities destroyed dozens of homes belonging to the Indigenous Ogiek community, leaving up to 700 persons homeless."
2023,Kenya,kenya,157,cases,,count,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"For example, during the antigovernment protests, the KNCHR recorded 157 cases of government abuses from March to June, including multiple deaths."
2023,Kenya,kenya,1000,girls,,count,Section 6. Discrimination and Societal Abuses,,rules,"The adolescent birth rate was 81 per 1,000 girls between ages 15 and 19, according to the FP2030 Track20 Family Planning Estimation Tool."
2023,Kenya,kenya,89,percent,an estimated,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Skilled health-care personnel attended an estimated 89 percent of births, according to the Bureau of Statistic’s 2022 Demographic and Health Survey."
2023,Kenya,kenya,3795,deaths,,count,Section 6. Discrimination and Societal Abuses,,rules,"The UN Population Fund reported the maternal mortality rate in Mandera County was 3,795 deaths per 100,000 live births – the highest in the country – partially due to harmful practices such as FGM/C and limited access to health services."
2023,Kenya,kenya,25,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to UNICEF, 25 percent of girls were married by age 18."
2023,Kenya,kenya,80,percent,more than,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"More than 80 percent of employees worked in the informal sector, according to World Bank data."
2023,Kiribati,kiribati,95.7,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the 2020 census, the iKiribati population accounted for 95.7 percent of the population, with small minority groups including nationals of Tuvaluan descent."
2023,Kiribati,kiribati,90,percent,up to,percentage,Section 6. Discrimination and Societal Abuses,,rules,Most observers believed physical abuse was related to the common use of violent disciplinary measures and affected up to 90 percent of children younger than 14.
2023,Kiribati,kiribati,18,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The law was generally respected in urban areas; however, 18 percent of women age 20 to 24 reported that they were first married or in a union before age 18, and 2 percent reported they were first married or in a union before age 15."
2023,Kiribati,kiribati,2,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The law was generally respected in urban areas; however, 18 percent of women age 20 to 24 reported that they were first married or in a union before age 18, and 2 percent reported they were first married or in a union before age 15."
2023,Kiribati,kiribati,80,percent,approximately,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The Public Service Office set wages in the public sector, which comprised approximately 80 percent of employment in the formal economy."
2023,Kiribati,kiribati,80,percent,an estimated,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"An estimated 80 percent of the working population worked in the informal sector, involved in agriculture, fishing, food preparation and sales, and home-based activities."
2023,Kosovo,kosovo,1616,persons,,count,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"As of September, the government’s Missing Persons Commission listed 1,616 persons who disappeared during the 1998-99 conflict and the political violence that followed."
2023,Kosovo,kosovo,70,percent,approximately,percentage,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"The commission estimated approximately 70 percent were ethnic Albanians and 30 percent were Serbs, Roma, Ashkali, Balkan-Egyptians, Bosniaks, Goranis, Montenegrins, and others."
2023,Kosovo,kosovo,30,percent,,percentage,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"The commission estimated approximately 70 percent were ethnic Albanians and 30 percent were Serbs, Roma, Ashkali, Balkan-Egyptians, Bosniaks, Goranis, Montenegrins, and others."
2023,Kosovo,kosovo,12,complaints,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"As of August, the National Preventive Mechanism against Torture (NPMaT) received 12 complaints of mistreatment by correctional service personnel, including from two detainees in the Gjilan/Gnjilane pretrial detention center."
2023,Kosovo,kosovo,40,complaints,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"As of August, the Ombudsperson Institution, an independent human rights organization, received 40 complaints of physical mistreatment by the police, of which 25 were dismissed on the merits and the rest remained under investigation."
2023,Kosovo,kosovo,47,women,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The government allocated funds for the construction of a new detention center in Prizren and a detention center for women and children, and recruited 47 women correction officers."
2023,Kosovo,kosovo,95,percent,more than,percentage,Section 1. Respect for the Integrity of the Person,g. Property Seizure and Restitution,rules,More than 95 percent of claims were filed by ethnic Serbs.
2023,Kosovo,kosovo,1583,women,more than,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"The commission granted pensions to more than 1,583 women since 2018, including 177 during the year as of September."
2023,Kosovo,kosovo,30,attacks,,count,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Nongovernmental Impact: The AJK recorded 30 attacks against journalists covering political tensions in the north in May and June, including damage to equipment, burned vehicles, and physical assault of media crews."
2023,Kosovo,kosovo,250,individuals,more than,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"In 2023, the government provided subsidiary protection to more than 250 individuals, primarily Afghan nationals."
2023,Kosovo,kosovo,11,individuals,,count,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"UNHCR reported 11 individuals were identified as stateless, and an additional 470 individuals remained at risk of statelessness as of September."
2023,Kosovo,kosovo,470,individuals,,count,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"UNHCR reported 11 individuals were identified as stateless, and an additional 470 individuals remained at risk of statelessness as of September."
